34679 | 0
43177 | 0
56011 | 0
74149 | 0
77771 | 0
134101 | 0
166753 | 0
187272 | 0
195841 | 0
271849 | 0
275842 | 0
399999 | 0
547485 | 0
641479 | 1
720720 | 0
998562 | 0
8886110 | 0
22795008 | 0
28250321 | 0
175978520 | 0
929840091 | 0
0 | 6
1 | 26
128 | 0
129 | 0
131 | 0
133 | 0
134 | 0
136 | 0
137 | 0
139 | 0
143 | 0
144 | 1
145 | 0
147 | 0
148 | 0
149 | 0
150 | 0
152 | 0
153 | 0
162 | 0
163 | 1
164 | 0
165 | 0
168 | 0
175 | 0
178 | 0
179 | 0
180 | 0
181 | 0
187 | 0
189 | 0
190 | 0
193 | 0
195 | 0
197 | 0
199 | 0
200 | 0
202 | 0
203 | 0
210 | 0
211 | 0
216 | 0
222 | 0
225 | 0
230 | 1
231 | 0
236 | 0
240 | 0
243 | 0
254 | 0
256 | 0
265 | 0
267 | 0
268 | 0
270 | 0
271 | 0
272 | 0
277 | 0
281 | 1
283 | 0
286 | 0
292 | 0
293 | 0
304 | 0
305 | 0
311 | 0
315 | 0
330 | 0
331 | 0
332 | 0
338 | 0
342 | 0
356 | 0
372 | 0
387 | 1
394 | 0
403 | 1
405 | 0
406 | 0
418 | 0
421 | 0
427 | 0
432 | 0
433 | 0
440 | 0
443 | 0
444 | 0
474 | 0
509 | 0
524 | 0
544 | 0
550 | 0
565 | 0
610 | 1
625 | 0
649 | 0
652 | 0
758 | 0
773 | 0
787 | 0
797 | 0
800 | 0
869 | 0
875 | 0
883 | 0
907 | 0
987 | 0
1000 | 0
1020 | 0
1031 | 0
1071 | 0
1154 | 0
1201 | 0
1223 | 0
1285 | 0
1414 | 0
1421 | 0
1543 | 0
1597 | 0
1849 | 0
1909 | 0
1920 | 0
1928 | 0
1953 | 0
1982 | 0
1997 | 0
2008 | 0
2011 | 0
2042 | 0
2087 | 0
2188 | 0
2225 | 0
2322 | 0
2378 | 0
2393 | 0
2791 | 0
2872 | 0
3001 | 0
3136 | 0
3427 | 0
4080 | 0
5010 | 0
5334 | 0
8215 | 0
9001 | 0
9021 | 0
9521 | 0
9706 | 0
10101 | 0
10206 | 0
10780 | 0
11411 | 0
14281 | 0
16061 | 1
17305 | 0
19367 | 0
22050 | 0
24351 | 0
31780 | 0
-7676 | 0
-156 | 0
2 | 6
3 | 4
4 | 6
5 | 2
6 | 2
7 | 6
8 | 8
9 | 7
10 | 0
11 | 1
12 | 0
13 | 0
14 | 2
15 | 0
16 | 1
17 | 0
18 | 2
19 | 4
20 | 0
21 | 0
22 | 0
23 | 2
24 | 2
25 | 0
26 | 1
28 | 0
29 | 0
30 | 1
31 | 0
32 | 2
33 | 0
34 | 0
35 | 0
36 | 0
37 | 0
38 | 1
39 | 1
40 | 1
41 | 0
42 | 0
43 | 1
44 | 0
45 | 0
46 | 0
47 | 1
48 | 0
49 | 0
50 | 1
51 | 0
52 | 0
53 | 0
54 | 0
55 | 0
57 | 1
59 | 1
60 | 0
61 | 1
62 | 0
63 | 1
64 | 0
67 | 0
68 | 1
69 | 0
72 | 1
73 | 1
75 | 0
76 | 0
77 | 1
78 | 0
79 | 1
80 | 0
81 | 1
82 | 0
84 | 1
86 | 1
88 | 0
89 | 0
90 | 0
91 | 0
96 | 0
100 | 0
101 | 0
103 | 0
108 | 1
113 | 0
114 | 0
115 | 0
118 | 0
119 | 1
120 | 0
124 | 1
125 | 0
-84 | 1
-23 | 0
-17 | 0
-14 | 0
-13 | 0
-11 | 0
-8 | 0
-6 | 0
-3 | 0
-2 | 1
-1 | 4

